First_pokemon,Second_pokemon,outcome,type_interaction,calc_speed,calc_atk,calc_def,calc_spatk,calc_spdef
509,27,1,0.0,20,40,-20,-29,-89
522,27,0,1.5,-25,65,-100,32,-34
524,27,0,1.0,-25,60,-95,31,-44
533,27,0,-1.5,-16,-100,-77,-195,-76
536,27,0,-1.5,-16,-100,-77,-195,-76
540,27,0,0.0,-45,-65,-40,-94,-39
541,27,0,-0.75,-20,-105,-90,-143,-69
542,27,0,0.0,-30,-60,-70,-119,-89
548,27,0,0.0,-10,-20,-50,-49,-49
568,27,0,0.0,-10,-50,-60,-14,-59
590,27,0,0.25,-18,15,-30,7,-34
594,27,1,1.0,30,15,-55,22,-19
629,27,0,-1.75,-40,-265,-35,-217,-34
630,27,1,0.0,5,10,-32,-9,-31
632,27,1,0.0,5,-5,-10,-49,-9
642,27,1,0.0,15,16,-20,-13,-19
658,27,0,0.0,-38,-17,-30,-66,-29
658,27,0,0.0,-38,-17,-30,-66,-29
671,27,1,0.0,-10,0,-60,0,-59
674,27,0,0.0,-27,-87,-60,-29,-39
688,27,1,0.0,15,-50,-65,-9,-64
699,27,0,1.5,-30,90,-35,-5,-74
723,27,0,0.0,-3,1,-28,-59,-39
732,27,0,0.0,-56,-21,-41,-43,-38
733,27,1,1.5,35,103,-10,49,6
757,27,1,0.0,25,6,-23,-6,-15
792,27,0,0.0,-53,-10,-50,-66,-49
799,27,0,0.0,-10,-100,-30,-139,-99
15,28,1,1.5,70,170,10,110,36
22,28,1,0.0,29,30,10,11,11
30,28,1,0.0,20,5,-4,-4,-18
41,28,1,0.0,65,45,17,1,-4
47,28,1,0.0,45,45,30,31,21
48,28,1,0.0,10,10,-5,-4,-14
61,28,1,0.0,15,8,-13,-34,-19
73,28,1,1.0,65,100,15,87,26
75,28,1,1.0,45,50,-15,57,-24
91,28,1,0.0,40,25,10,3,-1
125,28,1,0.0,0,-35,-35,1,-39
147,28,0,-1.5,-30,-85,5,-190,-34
150,28,1,-1.75,65,-58,-35,-165,6
156,28,0,0.0,70,-20,0,-4,-49
157,28,1,-1.0,15,-80,-35,-129,-64
159,28,1,0.0,10,-10,-25,-64,-24
159,28,1,0.0,10,-10,-25,-64,-24
176,28,1,0.0,80,44,31,26,16
179,28,1,0.0,30,40,15,-15,-35
193,28,1,0.0,5,15,-5,-34,-9
194,28,1,-1.5,65,-35,25,-100,16
194,28,1,-1.5,65,-35,25,-100,16
200,28,1,0.0,50,40,-15,1,-19
201,28,1,-1.75,70,-178,-50,-45,-4
201,28,1,-1.75,70,-178,-50,-45,-4
214,28,1,0.0,9,5,23,-24,19
219,28,1,0.0,15,10,0,-29,-4
241,28,1,-1.75,65,-88,-20,-115,-24
245,28,1,0.0,30,50,-5,-19,-79
248,28,1,0.0,5,0,15,-49,-19
251,28,1,1.0,60,90,5,61,21
256,28,1,1.0,65,145,30,87,26
259,28,1,-1.5,5,-81,28,-100,6
298,28,1,1.5,40,145,25,92,21
301,28,0,0.0,-25,5,5,11,11
319,28,1,0.0,52,19,22,-10,18
341,28,1,-1.5,5,-55,25,-140,-14
347,28,1,0.0,45,17,-18,-12,-22
363,28,1,1.5,65,138,25,80,21
365,28,1,0.0,50,50,5,21,-14
378,28,1,-0.5,77,4,-12,-31,-26
403,28,1,0.0,48,-14,-40,-33,-14
411,28,1,-0.75,70,-33,-15,-20,1
420,28,0,0.0,-10,0,-15,-69,-49
426,28,1,0.0,5,-60,-25,-89,-29
445,28,1,0.0,69,45,25,26,21
484,28,1,0.0,16,-3,-2,-10,0
503,28,1,0.0,5,0,-45,1,-14
546,28,1,0.0,10,0,-35,0,-39
558,28,1,0.0,55,27,20,16,16
560,28,1,1.0,35,57,0,22,-4
571,28,1,1.5,36,154,17,96,13
593,28,1,1.0,65,100,10,97,26
602,28,1,3.75,58,345,-25,232,-19
609,28,1,1.5,70,163,15,87,11
640,28,1,0.0,70,50,15,-64,1
645,28,1,-1.0,41,-40,0,-99,-14
658,28,0,0.0,-8,13,5,-36,1
674,28,1,0.0,3,-57,-25,1,-9
679,28,0,1.5,-45,145,25,72,1
682,28,0,1.0,-5,55,5,27,1
720,28,1,1.5,43,141,-30,94,3
757,28,1,0.0,55,36,12,24,15
765,28,1,-1.5,30,-31,32,-92,18
769,28,1,-3.75,54,-214,15,-253,-2
786,28,1,0.0,1,0,-57,0,-14
7,29,0,0.0,-45,-24,-34,-69,-31
14,29,1,0.5,10,45,9,30,34
26,29,0,0.0,-42,-21,-16,-10,-16
51,29,1,0.75,5,40,-41,13,-36
91,29,0,0.0,-5,-5,-11,-18,-8
130,29,0,0.0,-30,15,-11,-30,-1
132,29,0,1.0,-35,75,-21,-20,-66
149,29,1,0.0,15,0,-26,-45,-21
164,29,0,0.0,-75,-130,-56,-114,-46
175,29,0,0.0,-23,-45,-56,-39,-29
189,29,1,1.5,40,105,29,60,34
212,29,0,-1.0,-55,-70,-16,-220,-41
221,29,1,-0.5,15,-45,-96,-30,-6
228,29,0,0.0,-30,-17,-31,-7,-1
247,29,0,0.0,-10,0,14,-40,4
264,29,0,0.0,-45,-55,-41,-50,-21
270,29,0,-1.0,-55,-120,-86,-140,-100
274,29,0,1.5,-40,88,-1,38,-11
275,29,0,1.5,-65,78,-21,28,-31
276,29,0,1.5,-90,65,-31,8,-31
279,29,0,0.5,-25,0,-26,-15,-16
286,29,0,0.0,-15,-30,-26,-20,-6
297,29,1,1.5,25,100,-6,65,24
306,29,0,1.0,-25,55,-21,-45,-61
308,29,0,0.5,-10,45,12,15,2
328,29,1,-0.5,35,-55,-81,-65,-61
329,29,1,-0.5,5,-42,-41,-27,-1
329,29,1,-0.5,5,-42,-41,-27,-1
331,29,0,-1.0,25,-70,-56,-40,14
338,29,0,0.0,-10,15,4,-25,14
347,29,1,0.0,0,-6,-39,-16,-29
409,29,0,0.0,-45,-75,-36,-70,-26
413,29,0,-2.0,-15,-270,-86,-190,-36
417,29,1,-1.0,5,-75,-106,-75,-96
428,29,0,-2.0,-45,-200,-56,-200,-46
453,29,0,0.75,-35,43,-21,9,-51
460,29,1,-0.5,19,-49,-61,-39,-31
465,29,0,0.0,-40,15,-26,-5,-36
470,29,1,0.0,21,12,-4,-17,-8
491,29,1,-0.5,20,-62,-64,-72,-54
498,29,0,-0.5,-35,-55,-26,-57,-16
507,29,0,0.0,-11,11,-12,-9,-7
527,29,0,0.0,-25,-65,-21,-25,-61
537,29,0,1.5,-31,88,-63,28,-53
552,29,0,1.5,-72,69,-31,20,-21
559,29,1,0.5,0,14,-11,5,-1
574,29,0,0.0,-46,-38,-19,-58,-9
576,29,0,0.0,-46,-38,-19,-58,-9
578,29,1,-1.0,26,-50,-41,-174,-41
581,29,0,0.0,-38,-55,-36,-25,-1
584,29,0,-0.5,40,-45,-41,-5,29
601,29,1,1.75,13,107,-26,70,-6
606,29,0,0.25,-57,5,-45,7,-15
622,29,0,0.5,-3,15,-71,18,-61
625,29,1,-0.5,25,-20,-101,-75,-51
648,29,0,1.5,-40,70,-26,50,-16
660,29,1,-0.5,35,-47,-87,-27,-62
664,29,0,0.0,-5,5,4,-5,14
673,29,0,0.0,-12,-57,-26,0,4
717,29,0,0.5,-73,-4,-46,2,-23
728,29,0,0.0,-2,24,6,8,18
736,29,0,0.0,-17,10,-14,-33,0
737,29,0,0.0,-51,-8,-28,-69,-12
743,29,1,0.5,12,19,-18,17,6
748,29,0,-1.0,-49,-36,-32,-126,-27
750,29,1,-1.0,20,-110,-106,-45,5
754,29,1,1.5,26,84,-28,31,-35
762,29,1,0.0,11,-7,-46,-28,-69
776,29,0,0.0,-5,-15,-9,-43,-59
791,29,1,0.0,0,30,9,-5,14
794,29,0,0.0,-44,-71,-51,-91,-44
14,30,1,0.5,35,70,34,55,59
36,30,1,0.0,24,11,2,5,24
43,30,1,0.0,15,44,29,15,14
56,30,0,-1.5,-15,-68,44,-38,34
64,30,1,0.0,20,15,24,-5,29
84,30,0,0.0,-10,0,14,0,14
107,30,1,0.0,30,-20,-21,40,54
116,30,1,0.5,4,33,-10,48,-31
123,30,1,1.5,20,143,-46,80,39
137,30,0,0.5,-5,23,-31,38,9
153,30,1,-0.5,0,-73,-36,-33,9
154,30,0,-0.5,-50,-63,4,-28,4
166,30,0,-1.0,-20,-115,-31,-135,-21
194,30,1,0.0,45,45,29,0,34
205,30,0,1.5,-30,143,-1,103,-16
211,30,1,-1.5,45,-128,-16,-98,14
214,30,0,0.0,-11,0,27,-20,37
216,30,0,-0.5,-5,-18,9,-53,-6
228,30,0,0.0,-5,-5,-6,5,24
233,30,1,0.75,5,39,-46,55,-26
235,30,1,0.0,40,5,19,15,29
239,30,1,-1.5,30,-58,29,-28,49
243,30,1,0.0,35,-20,-6,-40,4
256,30,1,0.5,45,68,34,48,44
275,30,0,1.5,-40,128,4,78,-6
283,30,1,-1.5,20,-178,-21,-138,-11
290,30,1,0.5,65,68,14,53,54
312,30,1,0.0,50,25,9,30,44
328,30,1,-0.5,60,-43,-56,-53,-36
331,30,0,-1.0,50,-70,-31,-40,39
332,30,0,-1.0,40,-90,-71,-50,29
350,30,0,0.0,-25,-55,-1,-45,14
362,30,0,-1.5,-20,-158,-11,-128,-1
362,30,0,-1.5,-20,-158,-11,-128,-1
400,30,1,0.0,35,25,-1,-10,9
408,30,1,0.0,30,-10,-31,5,29
409,30,0,0.0,-20,-50,-11,-45,-1
424,30,0,-1.5,-10,-258,-71,-168,-11
426,30,0,0.0,-15,-65,-21,-85,-11
432,30,0,-1.0,-100,-105,-21,-125,-11
446,30,1,0.0,9,0,9,10,19
448,30,1,0.5,15,43,18,38,28
455,30,1,-0.5,22,-123,9,-33,29
475,30,0,0.0,-5,19,25,21,23
488,30,1,1.0,20,145,24,60,-11
492,30,1,-1.5,38,-98,24,-48,34
515,30,1,0.0,30,0,-26,-15,-16
539,30,1,-1.0,0,-125,-36,-145,-26
560,30,1,0.5,15,24,4,15,14
582,30,1,0.0,4,25,37,15,47
586,30,0,-0.5,55,-93,-61,-28,-1
596,30,1,0.0,16,35,29,15,39
597,30,1,-1.5,11,-88,14,-98,24
617,30,1,-1.0,25,25,-36,-215,-26
624,30,1,-0.5,50,12,-16,-23,14
637,30,1,-1.0,25,-5,-1,-85,-6
638,30,1,-1.0,15,-25,-26,-125,-31
640,30,1,-1.0,50,5,19,-185,19
652,30,1,0.75,65,72,24,52,24
657,30,1,0.5,15,62,19,37,29
668,30,1,-1.0,40,-65,-6,-185,-16
677,30,0,0.0,-25,35,39,-30,-56
708,30,0,0.0,-10,-65,-51,-55,-21
731,30,0,0.0,-4,12,14,9,27
792,30,0,0.0,-43,15,-11,-32,-1
10,31,1,1.0,47,62,-25,50,-14
23,31,0,1.5,-11,70,-35,65,-20
34,31,0,-2.0,25,-200,-70,-90,-5
64,31,1,0.0,30,-15,-5,-20,0
79,31,1,1.0,20,70,5,50,-50
96,31,0,0.0,65,-25,-10,10,0
106,31,1,0.0,23,-18,-30,-23,-65
114,31,0,-2.0,45,-160,-70,-100,-30
115,31,1,0.0,3,-65,-13,15,-60
125,31,0,0.0,-10,-70,-60,-10,-50
126,31,1,1.0,30,70,-30,30,25
129,31,1,1.0,22,18,-25,35,-30
141,31,1,3.5,9,158,-39,170,-50
190,31,1,0.0,70,35,-25,10,-15
190,31,1,0.0,70,35,-25,10,-15
204,31,1,0.5,10,33,-10,28,-15
212,31,0,0.0,-20,-10,-20,-80,-45
226,31,1,0.0,60,-25,-10,10,10
229,31,1,0.5,25,-10,-60,23,-30
243,31,1,1.0,45,5,-35,-5,-25
249,31,0,0.0,-25,-35,-50,-90,-40
273,31,1,-0.5,20,-18,5,-40,-5
278,31,1,0.0,35,-30,-20,-35,-10
290,31,1,0.0,75,20,-15,25,25
295,31,1,0.0,40,5,-10,-10,-20
297,31,1,-0.5,60,-13,-10,-5,20
301,31,0,1.5,-35,68,-20,75,0
302,31,1,3.5,5,205,10,173,20
319,31,1,0.0,42,-16,-3,-21,7
324,31,1,0.0,60,10,-95,5,-40
371,31,1,0.0,20,-40,-45,-5,-15
377,31,1,-2.0,15,-140,-65,-140,-70
414,31,0,0.5,-20,-17,-110,-2,-60
416,31,1,0.0,40,5,-60,-50,-150
424,31,1,-2.0,0,-300,-100,-200,-40
448,31,1,0.0,25,-30,-11,-5,-1
450,31,1,0.0,30,-15,-9,-5,1
463,31,1,1.5,20,95,-2,85,8
466,31,1,1.0,5,45,5,40,20
467,31,0,1.0,-25,5,-15,15,0
474,31,1,1.5,10,70,-4,55,-4
477,31,0,0.0,-45,-81,-54,-4,-46
480,31,1,0.0,5,0,-2,8,13
483,31,1,0.0,16,-8,-7,9,9
497,31,1,0.0,30,-15,0,15,10
500,31,0,-2.0,58,-144,-38,-76,8
557,31,0,-0.5,-23,-48,-55,-50,-45
557,31,0,-0.5,-23,-48,-55,-50,-45
561,31,1,1.0,45,55,-5,37,5
563,31,1,1.0,20,10,-45,-8,-20
570,31,0,0.0,-16,-33,-10,-38,0
573,31,1,0.0,26,2,-8,-3,2
576,31,0,1.0,-11,12,-23,2,-13
582,31,1,0.0,14,-3,8,0,18
591,31,1,0.0,40,-5,-46,-10,-36
625,31,1,0.0,60,5,-105,-45,-55
652,31,0,-0.5,75,-28,-5,-30,-5
667,31,1,0.0,60,0,-15,-35,-5
671,31,1,0.0,10,0,-50,-95,-40
673,31,1,-0.5,23,-90,-30,-15,0
687,31,1,0.5,20,-7,-60,20,-20
696,31,1,-0.5,32,-58,-30,-40,-20
721,31,0,-0.5,26,-80,-82,-49,-25
728,31,1,0.0,33,19,2,18,14
752,31,1,0.5,30,30,-110,25,-100
762,31,1,-0.5,46,-48,-50,-72,-73
790,31,0,0.0,62,-62,-144,6,4
791,31,1,0.5,35,40,5,28,10
794,31,0,1.5,-9,45,-55,35,-48
794,31,0,1.5,-9,45,-55,35,-48
3,32,1,-0.5,30,-37,-28,-55,-20
54,32,1,0.0,65,35,5,50,25
70,32,1,0.0,5,55,25,-30,10
85,32,1,0.0,5,-10,-15,10,0
86,32,1,1.0,95,115,-10,140,40
99,32,1,1.0,40,85,-125,95,35
103,32,0,0.0,-20,25,-25,-80,-15
107,32,1,1.0,60,75,-35,155,55
156,32,0,0.0,80,-20,-10,25,-30
190,32,1,0.0,90,70,-10,50,15
197,32,1,-0.25,65,-25,-50,-60,-30
206,32,1,0.0,25,20,0,50,25
217,32,1,0.0,62,18,7,18,32
218,32,1,0.0,77,57,-3,57,22
224,32,1,-1.0,80,-85,-145,-55,15
227,32,1,0.0,65,-30,-20,30,20
228,32,1,1.0,25,85,-20,125,25
299,32,1,-0.5,30,-55,-5,-45,20
308,32,1,1.0,45,150,23,130,28
309,32,1,1.5,50,150,-7,140,-2
312,32,1,0.0,80,30,-5,55,45
315,32,1,-2.0,70,-90,-35,-60,50
334,32,1,0.5,60,20,-175,60,0
342,32,1,0.0,15,25,5,8,-5
348,32,1,1.0,45,90,35,115,60
362,32,1,-2.0,10,-200,-25,-160,0
364,32,1,-0.5,55,-70,-5,-70,20
372,32,1,-2.0,50,-96,12,-92,39
387,32,1,0.0,45,-25,-10,7,17
404,32,1,1.0,58,96,-50,66,5
414,32,1,0.5,0,18,-95,38,-30
415,32,1,0.0,60,-10,-145,40,-20
430,32,0,0.0,-40,-90,35,-90,60
432,32,0,0.0,-70,-5,-35,-5,-10
433,32,1,-0.5,79,-23,-9,0,25
451,32,1,0.0,40,-15,-24,-2,1
457,32,1,0.5,80,64,-113,67,-58
460,32,1,-2.0,74,-158,-50,-118,-5
465,32,1,0.0,15,23,-15,23,-10
500,32,0,-2.0,78,-144,-23,-76,38
505,32,1,0.0,25,-16,-10,4,15
512,32,0,-0.5,80,-87,-50,-87,-25
538,32,1,0.0,15,15,-75,15,-50
560,32,1,0.0,45,-33,-10,-10,15
572,32,1,-0.5,9,-53,-8,-53,17
591,32,1,0.0,60,30,-31,30,-6
601,32,1,-0.5,68,-8,-15,5,20
614,32,1,-2.0,18,-234,-25,-130,10
622,32,1,0.0,52,0,-60,45,-35
627,32,1,1.0,78,72,-78,97,15
634,32,1,0.0,35,40,15,50,40
643,32,1,3.5,12,317,-8,317,17
644,32,1,0.0,66,40,5,25,20
645,32,1,0.0,51,25,-10,10,5
664,32,1,0.0,50,18,15,23,40
669,32,1,0.0,90,60,0,25,25
671,32,1,0.0,30,35,-35,-55,-10
687,32,1,0.5,40,28,-45,60,10
688,32,1,0.0,55,-20,-40,50,-15
689,32,1,1.5,50,139,5,162,30
692,32,1,1.5,30,148,-50,153,-15
696,32,1,-0.5,52,-40,-15,-20,10
697,32,1,-0.5,12,-60,-35,-80,-10
717,32,0,0.0,-18,-38,-35,13,3
734,32,1,0.0,81,68,-5,63,50
748,32,1,0.0,6,42,-21,7,-1
760,32,1,1.0,42,75,-60,126,-6
773,32,1,0.0,9,16,-2,5,13
786,32,1,-0.5,11,-40,-67,-13,5
788,32,1,-0.5,56,-55,-67,-13,5
2,34,1,0.0,5,38,47,-35,-25
16,34,0,-1.0,-5,-45,60,-90,-25
40,34,0,1.5,-20,149,33,48,-20
57,34,0,0.0,-55,20,60,-5,-15
97,34,1,1.5,15,148,35,58,-45
128,34,1,-1.0,2,-34,50,-25,5
128,34,1,-1.0,2,-34,50,-25,5
131,34,0,-1.0,-50,-50,25,-155,-30
147,34,1,2.0,-65,200,50,90,-40
150,34,1,1.0,30,160,10,0,0
161,34,0,0.0,-5,16,45,-25,-15
171,34,0,1.0,-15,136,52,10,-10
182,34,1,0.5,35,70,70,25,15
196,34,1,2.0,10,200,25,90,-35
197,34,1,2.0,20,200,5,90,-55
208,34,1,-1.5,35,-100,55,-188,-30
235,34,1,0.0,25,20,60,-5,5
248,34,0,1.0,-30,110,60,-20,-25
257,34,0,0.0,-5,5,15,10,-55
284,34,0,-1.0,-5,-200,0,-145,-55
289,34,1,-0.5,45,5,75,2,25
301,34,0,-1.0,-60,-85,50,-50,5
309,34,1,-1.0,5,-60,48,-80,-27
324,34,1,1.5,35,178,-25,68,-35
330,34,1,1.0,15,95,-15,35,-40
347,34,1,1.5,10,164,27,54,-28
350,34,0,-1.0,-40,-180,40,-175,-10
351,34,1,-1.0,5,-40,75,-95,20
361,34,0,0.0,-5,30,60,-5,5
369,34,1,1.5,0,150,50,40,-5
372,34,1,-1.0,5,4,67,-47,14
400,34,1,-3.0,20,-140,40,-255,-15
435,34,1,-1.5,9,-168,5,-128,-30
450,34,1,2.0,5,200,61,90,6
475,34,0,0.0,-20,34,66,1,-1
483,34,0,1.5,-9,169,63,70,14
490,34,0,-1.0,-26,-65,65,-92,13
498,34,0,1.0,-25,90,40,-25,-15
566,34,1,0.0,10,40,65,20,10
575,34,1,-1.0,1,-6,62,-61,7
593,34,1,0.0,30,20,55,20,20
601,34,1,-1.75,23,-81,40,-69,-5
615,34,1,1.0,15,110,65,75,10
633,34,0,0.0,-40,-5,50,-75,-5
660,34,0,-1.0,45,-88,-21,-63,-61
699,34,0,0.0,-35,40,45,-90,-50
700,34,0,1.0,-43,110,-19,0,-17
702,34,0,-1.5,-43,-130,38,-158,-74
727,34,0,-1.0,-57,-90,43,-161,-16
743,34,1,0.0,22,18,48,-1,7
743,34,1,0.0,22,18,48,-1,7
762,34,1,1.5,21,163,20,42,-68
766,34,1,2.0,-44,200,58,90,-39
787,34,0,-1.5,-4,-140,-12,-94,-20
15,35,1,0.5,11,37,-3,28,15
23,35,0,0.0,-60,-33,-23,-30,-30
26,35,0,0.0,-56,-34,-8,-10,-30
52,35,1,1.75,16,77,-3,69,-15
82,35,1,-1.75,6,-179,-63,-80,-5
92,35,0,0.0,-34,-38,7,5,5
107,35,0,0.0,-9,-58,-38,15,15
112,35,0,1.0,-14,-1,-33,-45,-25
121,35,1,-1.75,1,-249,-68,-80,-5
130,35,0,0.0,-44,2,-3,-30,-15
151,35,0,-0.5,-14,-37,-73,-95,-30
189,35,1,1.5,26,79,37,60,20
217,35,0,-1.0,-7,-97,4,-104,-8
241,35,1,-0.5,6,-32,-33,-45,-45
265,35,0,0.0,-44,-28,-63,-50,-75
273,35,0,1.5,-29,72,17,48,-15
277,35,0,0.0,-4,-13,12,-30,-10
286,35,0,0.0,-29,-43,-18,-20,-20
290,35,1,0.5,26,30,-3,28,15
290,35,1,0.5,26,30,-3,28,15
298,35,0,1.5,-19,59,12,50,0
305,35,0,1.0,-9,59,17,15,-15
309,35,0,0.5,-19,17,-10,0,-42
311,35,0,1.75,-29,62,-28,65,-20
323,35,1,1.5,21,84,12,70,0
329,35,0,-0.5,-9,-42,-33,-27,-15
347,35,0,0.0,-14,-13,-31,-16,-43
352,35,0,0.0,-19,-43,7,-50,-5
368,35,0,0.0,-49,-68,-8,-20,-20
398,35,0,0.0,-59,-73,-28,-80,-40
440,35,0,0.0,-9,-19,-16,-41,-36
447,35,1,0.5,16,35,11,28,-1
450,35,0,0.0,-19,-38,3,-20,-9
496,35,0,0.0,36,-38,12,0,-45
504,35,0,0.25,-9,8,12,5,0
513,35,0,0.0,-84,-73,-13,-5,-45
515,35,0,0.0,-9,-38,-43,-40,-55
536,35,0,0.0,-45,-18,-55,-65,-67
541,35,0,-1.0,-49,-120,-68,-150,-60
545,35,0,-0.5,-49,-77,-68,-80,-80
545,35,0,-0.5,-49,-77,-68,-80,-80
548,35,0,0.0,-39,-33,-28,-40,-40
551,35,0,1.5,-59,44,-48,30,-60
563,35,0,0.0,-29,-53,-33,-68,-30
630,35,0,0.0,-24,-2,-10,0,-22
639,35,1,-1.0,21,-13,12,-170,-10
664,35,0,0.0,-19,-8,12,-5,0
681,35,0,0.5,-24,5,2,13,-10
705,35,0,0.0,-70,-68,-18,-85,-40
728,35,0,0.0,-16,11,14,8,4
728,35,0,0.0,-16,11,14,8,4
738,35,0,1.5,-1,75,13,50,-39
742,35,0,1.5,-27,44,-10,32,-41
750,35,1,-1.0,6,-110,-98,-45,-9
758,35,0,-1.0,-32,-137,-36,-96,-35
761,35,1,0.0,11,-7,-8,-10,-20
762,35,0,0.0,-3,-14,-38,-28,-83
763,35,0,0.0,-3,-6,-10,-18,-23
763,35,0,0.0,-3,-6,-10,-18,-23
774,35,0,0.5,-9,22,-98,15,-110
778,35,0,-0.5,-34,-40,-39,-40,-47
789,35,1,0.0,13,-22,-33,8,5
26,36,0,0.0,-41,-19,7,5,-15
59,36,0,0.0,-59,-8,7,-10,-10
74,36,1,0.5,11,12,-3,30,-5
76,36,1,0.75,16,44,32,38,25
80,36,0,0.0,-44,-4,2,-13,-65
91,36,0,0.0,-4,-3,12,-3,-7
133,36,0,0.5,-49,7,-13,28,-25
136,36,0,0.0,-37,-33,10,-45,-30
136,36,0,0.0,-37,-33,10,-45,-30
140,36,1,0.0,-24,52,12,40,35
153,36,0,-0.5,-24,-84,-38,-38,-15
175,36,0,0.0,-22,-43,-33,-24,-28
181,36,0,0.5,-29,45,17,28,-55
190,36,1,1.5,36,114,2,90,-10
193,36,0,-1.0,-39,-88,-3,-135,-15
213,36,0,0.0,-9,-3,-43,-5,-75
221,36,1,-0.5,16,-45,-73,-30,-5
248,36,0,0.0,-39,-28,17,-55,-25
248,36,0,0.0,-39,-28,17,-55,-25
260,36,0,0.0,-27,-13,30,-15,0
271,36,0,0.0,-34,-68,-23,-55,-99
271,36,0,0.0,-34,-68,-23,-55,-99
272,36,0,1.0,-44,24,-33,10,-45
282,36,1,-1.5,6,-139,-3,-93,-15
283,36,0,-1.5,-4,-189,-23,-143,-35
283,36,0,-1.5,-4,-189,-23,-143,-35
284,36,0,-1.5,-14,-269,-43,-163,-55
290,36,1,0.5,41,45,12,43,30
309,36,0,0.5,-4,32,5,15,-27
328,36,1,-0.5,36,-54,-58,-58,-60
341,36,0,0.0,-39,12,27,-30,-20
349,36,0,0.0,-39,-58,27,-40,15
349,36,0,0.0,-39,-58,27,-40,15
361,36,0,-1.5,-14,-109,17,-73,5
365,36,1,0.0,6,22,7,15,-20
370,36,0,-1.5,-14,-79,2,-163,-30
376,36,1,-3.5,1,-129,12,-133,-15
376,36,1,-3.5,1,-129,12,-133,-15
409,36,0,0.0,-44,-73,-13,-55,-25
410,36,0,0.0,-64,-83,-63,-65,-35
422,36,0,0.0,-34,-38,-23,-95,-85
426,36,0,0.0,-39,-88,-23,-95,-35
439,36,1,0.0,16,11,14,-6,-1
456,36,1,-1.0,26,-42,-51,-42,-33
469,36,0,1.5,-29,94,-3,67,-23
486,36,1,-2.0,23,-178,-49,-158,-61
500,36,1,-1.5,24,-113,-11,-49,13
502,36,0,0.25,-9,19,-23,20,0
503,36,0,0.0,-39,-14,-43,-3,-20
511,36,0,1.5,-4,78,-8,64,-30
516,36,0,-1.75,16,-265,-63,-97,0
524,36,0,-1.5,-39,-159,-58,-63,-20
541,36,0,-1.0,-34,-120,-53,-150,-45
542,36,0,0.0,-44,-58,-33,-95,-65
549,36,0,0.0,-44,-38,-33,-45,-45
553,36,0,0.0,-64,-58,-53,-65,-65
599,36,1,0.5,11,12,-18,40,-30
605,36,1,0.25,9,18,-32,17,-24
615,36,1,0.0,6,-28,22,40,10
617,36,1,-1.0,1,2,-38,-225,-50
619,36,1,0.0,1,-1,-18,10,20
620,36,1,0.0,11,-16,-58,-5,-20
624,36,1,-0.5,26,1,-18,-28,-10
625,36,1,-0.5,26,-19,-78,-68,-50
634,36,0,0.0,-19,12,27,15,15
636,36,1,-1.0,11,2,17,-55,-10
640,36,1,-1.0,26,-18,17,-195,-5
651,36,1,-0.5,36,-67,-38,-30,-50
653,36,1,0.75,26,41,-3,34,-25
669,36,1,-0.5,36,1,12,-38,0
670,36,1,-0.5,1,-9,7,-68,-5
680,36,1,-1.5,24,-101,-17,-135,-44
691,36,0,0.0,-4,7,-8,10,-10
696,36,0,0.0,-2,-23,-3,-10,-15
702,36,0,1.75,-52,102,-5,88,-74
708,36,0,0.0,-34,-88,-53,-65,-45
711,36,0,0.0,-39,-68,-23,-75,-35
716,36,0,-1.0,-34,-92,-10,-201,-73
717,36,0,0.5,-72,-2,-23,17,-22
726,36,0,0.0,-41,-1,15,-28,-1
745,36,0,0.0,-46,-18,7,-10,-35
745,36,0,0.0,-46,-18,7,-10,-35
762,36,1,0.0,12,-6,-23,-21,-68
773,36,0,1.5,-45,95,10,70,-12
773,36,0,1.5,-45,95,10,70,-12
784,36,1,0.5,15,29,-3,33,0
1,37,1,0.75,31,80,38,59,20
3,37,0,0.75,-4,72,4,50,-15
9,37,0,-1.0,-24,-104,9,-159,-30
25,37,1,0.0,4,36,52,50,50
28,37,0,-1.0,-24,-90,22,-61,24
30,37,0,0.75,-4,71,18,59,6
49,37,1,0.75,46,80,32,57,20
55,37,0,0.375,-14,38,27,26,10
63,37,0,0.5,-19,40,27,45,15
79,37,1,0.5,6,72,52,50,-15
84,37,0,1.0,-14,99,32,85,20
87,37,1,-3.0,46,-208,-23,-325,5
95,37,1,-3.0,6,-188,7,-205,-10
118,37,1,0.75,41,76,-8,60,40
167,37,1,0.0,31,43,22,26,20
178,37,0,-1.0,26,-30,57,-36,29
195,37,1,2.0,31,184,32,150,25
206,37,0,0.0,-9,22,32,35,30
232,37,0,0.25,-9,15,12,27,-10
239,37,1,-3.5,26,-154,47,-83,55
252,37,1,-1.5,26,-194,-33,-83,25
253,37,1,0.0,16,12,-3,-30,-10
271,37,0,-1.0,-14,-130,-3,-110,-69
280,37,0,1.5,-24,104,7,85,5
298,37,1,0.0,16,22,47,15,45
329,37,0,-0.5,26,-42,2,-27,30
360,37,0,-1.5,66,-154,42,-53,40
363,37,1,0.0,41,7,47,-10,45
375,37,1,-1.0,21,-148,2,-105,30
376,37,1,-3.5,21,-114,32,-123,15
387,37,1,-0.5,11,-69,22,-46,22
486,37,0,-2.0,43,-178,-29,-158,-31
492,37,1,-1.5,34,-94,42,-43,40
